gene_id	gene_symbol	biotype
FBgn0003651	svp	protein_coding_gene
FBgn0003654	sw	protein_coding_gene
FBgn0003655	swa	protein_coding_gene
FBgn0003656	sws	protein_coding_gene
FBgn0003660	Syb	protein_coding_gene
FBgn0003676	CCT1	protein_coding_gene
FBgn0003683	term	protein_coding_gene
FBgn0003687	Tbp	protein_coding_gene
FBgn0003701	thr	protein_coding_gene
FBgn0003710	tipE	protein_coding_gene
FBgn0003714	tko	protein_coding_gene
FBgn0003716	tkv	protein_coding_gene
FBgn0003719	tld	protein_coding_gene
FBgn0003720	tll	protein_coding_gene
FBgn0003721	Tm1	protein_coding_gene
FBgn0003731	Egfr	protein_coding_gene
FBgn0003733	tor	protein_coding_gene
FBgn0003741	tra	protein_coding_gene
FBgn0003742	tra2	protein_coding_gene
FBgn0003744	trc	protein_coding_gene
FBgn0003747	Gr5a	protein_coding_gene
FBgn0003748	Treh	protein_coding_gene
FBgn0003751	trk	protein_coding_gene
FBgn0003861	trp	protein_coding_gene
FBgn0003862	trx	protein_coding_gene
FBgn0003863	alphaTry	protein_coding_gene
FBgn0003865	tsg	protein_coding_gene
FBgn0003866	tsh	protein_coding_gene
FBgn0003867	tsl	protein_coding_gene
FBgn0003870	ttk	protein_coding_gene
FBgn0003882	tub	protein_coding_gene
FBgn0003884	alphaTub84B	protein_coding_gene
FBgn0003885	alphaTub84D	protein_coding_gene
FBgn0003886	alphaTub85E	protein_coding_gene
FBgn0003889	betaTub85D	protein_coding_gene
FBgn0003890	betaTub97EF	protein_coding_gene
FBgn0003891	tud	protein_coding_gene
FBgn0003892	ptc	protein_coding_gene
FBgn0003896	tup	protein_coding_gene
FBgn0003900	twi	protein_coding_gene
FBgn0003916	snRNA:U1:21D	snRNA_gene
FBgn0003920	snRNA:U2:14B	snRNA_gene
FBgn0003922	snRNA:U2:38ABa	snRNA_gene
FBgn0003923	snRNA:U2:38ABb	snRNA_gene
FBgn0003930	snRNA:U4:39B	snRNA_gene
FBgn0003931	snRNA:U4:38AB	snRNA_gene
FBgn0003933	snRNA:U5:14B	snRNA_gene
FBgn0003934	snRNA:U5:23D	snRNA_gene
FBgn0003935	snRNA:U5:34A	snRNA_gene
FBgn0003936	snRNA:U5:35D	snRNA_gene
FBgn0003938	snRNA:U5:63BC	snRNA_gene
FBgn0003941	RpL40	protein_coding_gene
FBgn0003942	RpS27A	protein_coding_gene
FBgn0003943	Ubi-p63E	protein_coding_gene
FBgn0003944	Ubx	protein_coding_gene
FBgn0003950	unc	protein_coding_gene
FBgn0003961	Uro	protein_coding_gene
FBgn0003963	ush	protein_coding_gene
FBgn0003964	usp	protein_coding_gene
FBgn0003965	v	protein_coding_gene
FBgn0003969	vap	protein_coding_gene
FBgn0003975	vg	protein_coding_gene
FBgn0003977	vir	protein_coding_gene
FBgn0003978	vls	protein_coding_gene
FBgn0003979	Vm26Aa	protein_coding_gene
FBgn0003980	Vm26Ab	protein_coding_gene
FBgn0003983	Vm34Ca	protein_coding_gene
FBgn0003984	vn	protein_coding_gene
FBgn0003996	w	protein_coding_gene
FBgn0003997	hid	protein_coding_gene
FBgn0004003	wbl	protein_coding_gene
FBgn0004034	y	protein_coding_gene
FBgn0004045	Yp1	protein_coding_gene
FBgn0004047	Yp3	protein_coding_gene
FBgn0004049	yrt	protein_coding_gene
FBgn0004050	z	protein_coding_gene
FBgn0004052	Z600	protein_coding_gene
FBgn0004053	zen	protein_coding_gene
FBgn0004054	zen2	protein_coding_gene
FBgn0004055	uzip	protein_coding_gene
FBgn0004057	Zw	protein_coding_gene
FBgn0004066	Prosalpha4	protein_coding_gene
FBgn0004087	Dhfr	protein_coding_gene
FBgn0004101	bs	protein_coding_gene
FBgn0004102	oc	protein_coding_gene
FBgn0004103	Pp1-87B	protein_coding_gene
FBgn0004106	Cdk1	protein_coding_gene
FBgn0004107	Cdk2	protein_coding_gene
FBgn0004108	Nrt	protein_coding_gene
FBgn0004110	tin	protein_coding_gene
FBgn0004117	Tm2	protein_coding_gene
FBgn0004118	nAChRbeta2	protein_coding_gene
FBgn0004132	boca	protein_coding_gene
FBgn0004133	blow	protein_coding_gene
FBgn0004143	nullo	protein_coding_gene
FBgn0004167	kst	protein_coding_gene
FBgn0004168	5-HT1A	protein_coding_gene
FBgn0004169	up	protein_coding_gene
FBgn0004170	sc	protein_coding_gene
FBgn0004171	Mst98Cb	protein_coding_gene
FBgn0004172	Mst84Da	protein_coding_gene
FBgn0004173	Mst84Db	protein_coding_gene
FBgn0004174	Mst84Dc	protein_coding_gene
FBgn0004175	Mst84Dd	protein_coding_gene
FBgn0004177	mts	protein_coding_gene
FBgn0004179	Csp	protein_coding_gene
FBgn0004181	Ebp	protein_coding_gene
FBgn0004183	snRNA:U1:82Eb	snRNA_gene
FBgn0004185	snRNA:U1:95Ca	snRNA_gene
FBgn0004186	snRNA:U1:95Cb	snRNA_gene
FBgn0004187	snRNA:U1:95Cc	snRNA_gene
FBgn0004188	snRNA:U6:96Aa	snRNA_gene
FBgn0004189	snRNA:U6:96Ab	snRNA_gene
FBgn0004190	snRNA:U6:96Ac	snRNA_gene
FBgn0004191	snRNA:U2:34ABa	snRNA_gene
FBgn0004192	snRNA:U2:34ABb	snRNA_gene
FBgn0004197	Ser	protein_coding_gene
FBgn0004198	ct	protein_coding_gene
FBgn0004227	nonA	protein_coding_gene
FBgn0004228	mex1	protein_coding_gene
FBgn0004237	Hrb87F	protein_coding_gene
FBgn0004240	DptA	protein_coding_gene
FBgn0004242	Syt1	protein_coding_gene
FBgn0004244	Rdl	protein_coding_gene
FBgn0004359	T48	protein_coding_gene
FBgn0004360	Wnt2	protein_coding_gene
FBgn0004362	HmgD	protein_coding_gene
FBgn0004363	porin	protein_coding_gene
FBgn0004367	mei-41	protein_coding_gene
FBgn0004368	Ptp4E	protein_coding_gene
FBgn0004369	Ptp99A	protein_coding_gene
FBgn0004370	Ptp10D	protein_coding_gene
FBgn0004372	aly	protein_coding_gene
FBgn0004373	fwd	protein_coding_gene
FBgn0004374	neb	protein_coding_gene
FBgn0004378	Klp61F	protein_coding_gene
FBgn0004379	Klp67A	protein_coding_gene
FBgn0004380	Klp64D	protein_coding_gene
FBgn0004381	Klp68D	protein_coding_gene
FBgn0004387	Klp98A	protein_coding_gene
FBgn0004389	bnk	protein_coding_gene
FBgn0004390	RasGAP1	protein_coding_gene
FBgn0004391	shtd	protein_coding_gene
FBgn0004394	pdm2	protein_coding_gene
FBgn0004395	unk	protein_coding_gene
FBgn0004396	CrebA	protein_coding_gene
FBgn0004397	Vinc	protein_coding_gene
FBgn0004400	rhi	protein_coding_gene
FBgn0004401	Pep	protein_coding_gene
FBgn0004403	RpS14a	protein_coding_gene
FBgn0004404	RpS14b	protein_coding_gene
FBgn0004406	PolG1	protein_coding_gene
FBgn0004407	PolG2	protein_coding_gene
FBgn0004414	msopa	protein_coding_gene
FBgn0004419	me31B	protein_coding_gene
FBgn0004425	LysB	protein_coding_gene
FBgn0004426	LysC	pseudogene
FBgn0004427	LysD	protein_coding_gene
FBgn0004428	LysE	protein_coding_gene
FBgn0004429	LysP	protein_coding_gene
FBgn0004430	LysS	protein_coding_gene
FBgn0004431	LysX	protein_coding_gene
FBgn0004432	Cyp1	protein_coding_gene
FBgn0004435	Galphaq	protein_coding_gene
FBgn0004436	Ubc6	protein_coding_gene
FBgn0004449	Ten-m	protein_coding_gene
FBgn0004456	mew	protein_coding_gene
FBgn0004463	Polr3B	protein_coding_gene
FBgn0004465	Su(P)	protein_coding_gene
FBgn0004507	GlyP	protein_coding_gene
FBgn0004509	Fur1	protein_coding_gene
FBgn0004510	Ets97D	protein_coding_gene
FBgn0004511	dy	protein_coding_gene
FBgn0004512	Mdr49	protein_coding_gene
FBgn0004513	Mdr65	protein_coding_gene
FBgn0004514	Oct-TyrR	protein_coding_gene
FBgn0004516	Gad1	protein_coding_gene
FBgn0004552	Akh	protein_coding_gene
FBgn0004554	Edg91	protein_coding_gene
FBgn0004556	Dbp73D	protein_coding_gene
FBgn0004567	slp2	protein_coding_gene
FBgn0004569	aos	protein_coding_gene
FBgn0004573	5-HT7	protein_coding_gene
FBgn0004574	Rop	protein_coding_gene
FBgn0004575	Syn	protein_coding_gene
FBgn0004577	Pxd	protein_coding_gene
FBgn0004580	Cbp53E	protein_coding_gene
FBgn0004581	bgcn	protein_coding_gene
FBgn0004583	ex	protein_coding_gene
FBgn0004584	Rrp1	protein_coding_gene
FBgn0004587	B52	protein_coding_gene
FBgn0004588	Eig71Ea	protein_coding_gene
FBgn0004589	Eig71Eb	protein_coding_gene
FBgn0004590	Eig71Ec	protein_coding_gene
FBgn0004591	Eig71Ed	protein_coding_gene
FBgn0004592	Eig71Ee	protein_coding_gene
FBgn0004593	Eig71Ef	protein_coding_gene
FBgn0004594	Eig71Eg	protein_coding_gene
FBgn0004595	pros	protein_coding_gene
FBgn0004597	CycC	protein_coding_gene
FBgn0004598	Fur2	protein_coding_gene
FBgn0004606	zfh1	protein_coding_gene
FBgn0004607	zfh2	protein_coding_gene
FBgn0004611	Plc21C	protein_coding_gene
FBgn0004618	gl	protein_coding_gene
FBgn0004619	GluRIA	protein_coding_gene
FBgn0004620	GluRIIA	protein_coding_gene
FBgn0004622	TkR99D	protein_coding_gene
FBgn0004623	Gbeta76C	protein_coding_gene
FBgn0004629	Cys	protein_coding_gene
FBgn0004635	rho	protein_coding_gene
FBgn0004636	Rap1	protein_coding_gene
FBgn0004638	drk	protein_coding_gene
FBgn0004643	Zw10	protein_coding_gene
FBgn0004644	hh	protein_coding_gene
FBgn0004646	ogre	protein_coding_gene
FBgn0004647	N	protein_coding_gene
FBgn0004648	svr	protein_coding_gene
FBgn0004649	yl	protein_coding_gene
FBgn0004650	fs(1)N	protein_coding_gene
FBgn0004652	fru	protein_coding_gene
FBgn0004654	Pgd	protein_coding_gene
FBgn0004655	wapl	protein_coding_gene
FBgn0004656	fs(1)h	protein_coding_gene
FBgn0004657	mys	protein_coding_gene
FBgn0004666	sim	protein_coding_gene
FBgn0004687	Mlc-c	protein_coding_gene
FBgn0004698	Xpc	protein_coding_gene
FBgn0004777	Ccp84Ag	protein_coding_gene
FBgn0004778	Ccp84Af	protein_coding_gene
FBgn0004779	Ccp84Ae	protein_coding_gene
FBgn0004780	Ccp84Ad	protein_coding_gene
FBgn0004781	Ccp84Ac	protein_coding_gene
FBgn0004782	Ccp84Ab	protein_coding_gene
FBgn0004783	Ccp84Aa	protein_coding_gene
FBgn0004784	inaC	protein_coding_gene
FBgn0004795	retn	protein_coding_gene
FBgn0004797	mdy	protein_coding_gene
FBgn0004811	fs(2)ltoPP43	protein_coding_gene
FBgn0004828	His3.3B	protein_coding_gene
FBgn0004832	Xpac	protein_coding_gene
FBgn0004837	Su(H)	protein_coding_gene
FBgn0004838	Hrb27C	protein_coding_gene
FBgn0004839	otk	protein_coding_gene
FBgn0004841	TkR86C	protein_coding_gene
FBgn0004842	RYa-R	protein_coding_gene
FBgn0004852	Ac76E	protein_coding_gene
FBgn0004854	B-H2	protein_coding_gene
FBgn0004855	Polr2I	protein_coding_gene
FBgn0004856	Bx42	protein_coding_gene
FBgn0004858	elB	protein_coding_gene
FBgn0004859	ci	protein_coding_gene
FBgn0004860	ph-d	protein_coding_gene
FBgn0004861	ph-p	protein_coding_gene
FBgn0004862	bap	protein_coding_gene
FBgn0004863	C15	protein_coding_gene
FBgn0004864	hop	protein_coding_gene
FBgn0004865	Eip78C	protein_coding_gene
FBgn0004867	RpS2	protein_coding_gene
FBgn0004868	Gdi	protein_coding_gene
FBgn0004870	bab1	protein_coding_gene
FBgn0004872	piwi	protein_coding_gene
FBgn0004875	enc	protein_coding_gene
FBgn0004876	cdi	protein_coding_gene
FBgn0004878	cas	protein_coding_gene
FBgn0004880	scrt	protein_coding_gene
FBgn0004882	orb	protein_coding_gene
FBgn0004885	tok	protein_coding_gene
FBgn0004888	Scsalpha1	protein_coding_gene
FBgn0004889	tws	protein_coding_gene
FBgn0004892	sob	protein_coding_gene
FBgn0004893	bowl	protein_coding_gene
FBgn0004895	FoxL1	protein_coding_gene
FBgn0004896	fd59A	protein_coding_gene
FBgn0004897	fd96Ca	protein_coding_gene
FBgn0004898	fd96Cb	protein_coding_gene
FBgn0004901	Prat	protein_coding_gene
FBgn0004903	Rb97D	protein_coding_gene
FBgn0004907	14-3-3zeta	protein_coding_gene
FBgn0004908	Arl2	protein_coding_gene
FBgn0004910	Eip63F-1	protein_coding_gene
FBgn0004911	asRNA:Eig63F-2	antisense_lncRNA_gene
FBgn0004913	Gnf1	protein_coding_gene
FBgn0004914	Hnf4	protein_coding_gene
FBgn0004915	TfIIB	protein_coding_gene
FBgn0004919	gol	protein_coding_gene
FBgn0004921	Ggamma1	protein_coding_gene
FBgn0004924	Top1	protein_coding_gene
FBgn0004926	eIF2beta	protein_coding_gene
FBgn0004956	upd1	protein_coding_gene
FBgn0004957	por	protein_coding_gene
FBgn0004959	phm	protein_coding_gene
FBgn0005198	gig	protein_coding_gene
FBgn0005278	Sam-S	protein_coding_gene
FBgn0005322	nmd	protein_coding_gene
FBgn0005355	Su(fu)	protein_coding_gene
FBgn0005386	ash1	protein_coding_gene
FBgn0005390	fs(1)M3	protein_coding_gene
FBgn0005391	Yp2	protein_coding_gene
FBgn0005411	U2af50	protein_coding_gene
FBgn0005427	ewg	protein_coding_gene
FBgn0005533	RpS17	protein_coding_gene
FBgn0005536	Mbs	protein_coding_gene
FBgn0005558	ey	protein_coding_gene
FBgn0005561	sv	protein_coding_gene
FBgn0005564	Shal	protein_coding_gene
FBgn0005585	Calr	protein_coding_gene
FBgn0005586	Rab3	protein_coding_gene
FBgn0005590	scw	protein_coding_gene
FBgn0005593	RpL7	protein_coding_gene
FBgn0005596	yem	protein_coding_gene
FBgn0005612	Sox14	protein_coding_gene
FBgn0005613	Sox15	protein_coding_gene
FBgn0005614	trpl	protein_coding_gene
FBgn0005616	msl-2	protein_coding_gene
FBgn0005617	msl-1	protein_coding_gene
FBgn0005619	Hdc	protein_coding_gene
FBgn0005624	Psc	protein_coding_gene
FBgn0005626	ple	protein_coding_gene
FBgn0005631	robo1	protein_coding_gene
FBgn0005632	faf	protein_coding_gene
FBgn0005633	fln	protein_coding_gene
FBgn0005636	nvy	protein_coding_gene
FBgn0005638	slbo	protein_coding_gene
FBgn0005640	Eip63E	protein_coding_gene
FBgn0005642	wdn	protein_coding_gene
FBgn0005648	Pabp2	protein_coding_gene
FBgn0005649	Rox8	protein_coding_gene
FBgn0005654	Orc3	protein_coding_gene
FBgn0005655	PCNA	protein_coding_gene
FBgn0005658	Ets65A	protein_coding_gene
FBgn0005659	Ets98B	protein_coding_gene
FBgn0005660	Ets21C	protein_coding_gene
FBgn0005664	Crys	protein_coding_gene
FBgn0005666	bt	protein_coding_gene
FBgn0005670	Cyp4d1	protein_coding_gene
FBgn0005671	Vha55	protein_coding_gene
FBgn0005672	spi	protein_coding_gene
FBgn0005674	GluProRS	protein_coding_gene
FBgn0005677	dac	protein_coding_gene
FBgn0005683	pie	protein_coding_gene
FBgn0005694	Aef1	protein_coding_gene
FBgn0005695	gcl	protein_coding_gene
FBgn0005696	PolA2	protein_coding_gene
FBgn0005771	noc	protein_coding_gene
FBgn0005775	Con	protein_coding_gene
FBgn0005777	PpD3	protein_coding_gene
FBgn0005778	PpD5	protein_coding_gene
FBgn0005779	PpD6	protein_coding_gene
FBgn0008635	betaCOP	protein_coding_gene
FBgn0008636	hbn	protein_coding_gene
FBgn0008646	E5	protein_coding_gene
FBgn0008651	lbl	protein_coding_gene
FBgn0010014	CanB	protein_coding_gene
FBgn0010015	CanA1	protein_coding_gene
FBgn0010019	Cyp4g1	protein_coding_gene
FBgn0010038	GstD2	protein_coding_gene
FBgn0010039	GstD3	protein_coding_gene
FBgn0010040	GstD4	protein_coding_gene
FBgn0010041	GstD5	protein_coding_gene
FBgn0010042	GstD6	protein_coding_gene
FBgn0010043	GstD7	protein_coding_gene
FBgn0010044	GstD8	protein_coding_gene
FBgn0010051	Itpr	protein_coding_gene
FBgn0010052	Jhe	protein_coding_gene
FBgn0010053	Jheh1	protein_coding_gene
FBgn0010078	RpL23	protein_coding_gene
FBgn0010097	gammaTub37C	protein_coding_gene
FBgn0010100	mAcon1	protein_coding_gene
FBgn0010105	comm	protein_coding_gene
FBgn0010109	dpn	protein_coding_gene
FBgn0010113	hdc	protein_coding_gene
FBgn0010114	hig	protein_coding_gene
FBgn0010173	RPA1	protein_coding_gene
FBgn0010194	Wnt5	protein_coding_gene
FBgn0010197	Gyc32E	protein_coding_gene
FBgn0010198	RpS15Aa	protein_coding_gene
FBgn0010213	Sod2	protein_coding_gene
FBgn0010215	alpha-Cat	protein_coding_gene
FBgn0010217	ATPsynbeta	protein_coding_gene
FBgn0010220	Dbp45A	protein_coding_gene
FBgn0010222	Nmdmc	protein_coding_gene
FBgn0010223	Galphaf	protein_coding_gene
FBgn0010225	Gel	protein_coding_gene
FBgn0010226	GstS1	protein_coding_gene
FBgn0010228	HmgZ	protein_coding_gene
FBgn0010235	Klc	protein_coding_gene
FBgn0010238	Lac	protein_coding_gene
FBgn0010240	Lcch3	protein_coding_gene
FBgn0010241	Mdr50	protein_coding_gene
FBgn0010246	Myo61F	protein_coding_gene
FBgn0010247	Parp	protein_coding_gene
FBgn0010258	Rbp4	protein_coding_gene
FBgn0010263	Rbp9	protein_coding_gene
FBgn0010265	RpS13	protein_coding_gene
FBgn0010269	Dsor1	protein_coding_gene
FBgn0010278	Ssrp	protein_coding_gene
FBgn0010280	Taf4	protein_coding_gene
FBgn0010282	TfIIFalpha	protein_coding_gene
FBgn0010287	Trf	protein_coding_gene
FBgn0010288	Uch	protein_coding_gene
FBgn0010292	bys	protein_coding_gene
FBgn0010294	ng2	protein_coding_gene
FBgn0010295	ng3	protein_coding_gene
FBgn0010296	ng4	protein_coding_gene
FBgn0010300	brat	protein_coding_gene
FBgn0010303	hep	protein_coding_gene
FBgn0010309	pigeon	protein_coding_gene
FBgn0010313	corto	protein_coding_gene
FBgn0010314	Cks30A	protein_coding_gene
FBgn0010315	CycD	protein_coding_gene
FBgn0010316	dap	protein_coding_gene
FBgn0010317	CycJ	protein_coding_gene
FBgn0010323	Gsc	protein_coding_gene
FBgn0010328	woc	protein_coding_gene
FBgn0010329	Tbh	protein_coding_gene
FBgn0010333	Rac1	protein_coding_gene
FBgn0010339	128up	protein_coding_gene
FBgn0010340	140up	protein_coding_gene
FBgn0010341	Cdc42	protein_coding_gene
FBgn0010342	Map60	protein_coding_gene
FBgn0010348	Arf1	protein_coding_gene
FBgn0010350	Cds	protein_coding_gene
FBgn0010352	Ogdh	protein_coding_gene
FBgn0010355	Taf1	protein_coding_gene
FBgn0010356	Taf5	protein_coding_gene
FBgn0010357	betaTry	protein_coding_gene
FBgn0010358	deltaTry	protein_coding_gene
FBgn0010359	gammaTry	protein_coding_gene
FBgn0010379	Akt	protein_coding_gene
FBgn0010380	AP-1-2beta	protein_coding_gene
FBgn0010382	CycE	protein_coding_gene
FBgn0010383	Cyp18a1	protein_coding_gene
FBgn0010385	Def	protein_coding_gene
FBgn0010387	Acbp2	protein_coding_gene
FBgn0010388	Dro	protein_coding_gene
FBgn0010389	htl	protein_coding_gene
FBgn0010391	SrpRalpha	protein_coding_gene
FBgn0010395	Itgbn	protein_coding_gene
FBgn0010397	LamC	protein_coding_gene
FBgn0010398	Lrr47	protein_coding_gene
FBgn0010399	Nmdar1	protein_coding_gene
FBgn0010401	Os-C	protein_coding_gene
FBgn0010403	Obp83b	protein_coding_gene
FBgn0010406	RNaseX25	protein_coding_gene
FBgn0010407	Ror	protein_coding_gene
FBgn0010408	RpS9	protein_coding_gene
FBgn0010409	RpL18A	protein_coding_gene
FBgn0010411	RpS18	protein_coding_gene
FBgn0010412	RpS19a	protein_coding_gene
FBgn0010414	SerT	protein_coding_gene
FBgn0010415	Sdc	protein_coding_gene
FBgn0010416	TH1	protein_coding_gene
FBgn0010417	Taf6	protein_coding_gene
FBgn0010421	TfIIFbeta	protein_coding_gene
FBgn0010422	TfIIS	protein_coding_gene
FBgn0010423	TpnC47D	protein_coding_gene
FBgn0010424	TpnC73F	protein_coding_gene
FBgn0010425	epsilonTry	protein_coding_gene
FBgn0010431	mtrm	protein_coding_gene
FBgn0010433	ato	protein_coding_gene
FBgn0010434	cora	protein_coding_gene
FBgn0010435	emp	protein_coding_gene
FBgn0010438	mtSSB	protein_coding_gene
FBgn0010441	pll	protein_coding_gene
FBgn0010452	trn	protein_coding_gene
FBgn0010453	Wnt4	protein_coding_gene
FBgn0010470	Fkbp14	protein_coding_gene
FBgn0010473	tutl	protein_coding_gene
FBgn0010482	hlk	protein_coding_gene
FBgn0010488	NAT1	protein_coding_gene
FBgn0010497	dmGlut	protein_coding_gene
FBgn0010501	Dcp-1	protein_coding_gene
FBgn0010504	kermit	protein_coding_gene
FBgn0010516	wal	protein_coding_gene
FBgn0010520	Bka	protein_coding_gene
FBgn0010531	Ccs	protein_coding_gene
FBgn0010548	Aldh-III	protein_coding_gene
FBgn0010549	l(2)03659	protein_coding_gene
FBgn0010551	Phb2	protein_coding_gene
FBgn0010583	dock	protein_coding_gene
FBgn0010590	Prosbeta1	protein_coding_gene
FBgn0010591	Sply	protein_coding_gene
FBgn0010602	lwr	protein_coding_gene
FBgn0010607	l(2)05714	protein_coding_gene
FBgn0010611	Hmgs	protein_coding_gene
FBgn0010612	ATPsynG	protein_coding_gene
FBgn0010620	CG10939	protein_coding_gene
FBgn0010621	CCT5	protein_coding_gene
FBgn0010622	DCTN3-p24	protein_coding_gene
FBgn0010638	Sec61beta	protein_coding_gene
FBgn0010651	MFS14	protein_coding_gene
FBgn0010660	Nup214	protein_coding_gene
FBgn0010741	Pfdn2	protein_coding_gene
FBgn0010747	Srp54k	protein_coding_gene
FBgn0010750	atms	protein_coding_gene
FBgn0010762	simj	protein_coding_gene
FBgn0010768	sqz	protein_coding_gene
FBgn0010770	ppan	protein_coding_gene
FBgn0010772	Xe7	protein_coding_gene
FBgn0010774	Ref1	protein_coding_gene
FBgn0010786	Pbgd	protein_coding_gene
FBgn0010803	TrpRS	protein_coding_gene
FBgn0010808	Chchd3	protein_coding_gene
FBgn0010825	Gug	protein_coding_gene
FBgn0010830	l(3)04053	protein_coding_gene
FBgn0010877	l(3)05822	protein_coding_gene
FBgn0010894	sinu	protein_coding_gene
FBgn0010905	Spn	protein_coding_gene
FBgn0010909	msn	protein_coding_gene
FBgn0010926	l(3)07882	protein_coding_gene
FBgn0011016	SsRbeta	protein_coding_gene
FBgn0011020	Sas-4	protein_coding_gene
FBgn0011202	dia	protein_coding_gene
FBgn0011204	cue	protein_coding_gene
FBgn0011205	fbl	protein_coding_gene
FBgn0011206	bol	protein_coding_gene
FBgn0011207	pelo	protein_coding_gene
FBgn0011211	blw	protein_coding_gene
FBgn0011217	eff	protein_coding_gene
FBgn0011224	heph	protein_coding_gene
FBgn0011225	jar	protein_coding_gene
FBgn0011227	ox	protein_coding_gene
FBgn0011230	poe	protein_coding_gene
FBgn0011232	scat	protein_coding_gene
FBgn0011236	ken	protein_coding_gene
FBgn0011239	ms(2)35Ci	protein_coding_gene
FBgn0011244	Hsp60B	protein_coding_gene
FBgn0011259	Sema1a	protein_coding_gene
FBgn0011260	Sema2a	protein_coding_gene
FBgn0011270	Pglym87	protein_coding_gene
FBgn0011272	RpL13	protein_coding_gene
FBgn0011273	Acam	protein_coding_gene
FBgn0011274	Dif	protein_coding_gene
FBgn0011276	HLH3B	protein_coding_gene
FBgn0011277	HLH4C	protein_coding_gene
FBgn0011278	lbe	protein_coding_gene
FBgn0011279	Obp69a	protein_coding_gene
FBgn0011280	Obp19d	protein_coding_gene
FBgn0011281	Obp83a	protein_coding_gene
FBgn0011282	Obp84a	protein_coding_gene
FBgn0011283	Obp28a	protein_coding_gene
FBgn0011284	RpS4	protein_coding_gene
FBgn0011286	RyR	protein_coding_gene
FBgn0011288	Snap25	protein_coding_gene
FBgn0011289	TfIIA-L	protein_coding_gene
FBgn0011290	Taf12	protein_coding_gene
FBgn0011291	Taf11	protein_coding_gene
FBgn0011293	a10	protein_coding_gene
FBgn0011294	a5	protein_coding_gene
FBgn0011296	l(2)efl	protein_coding_gene
FBgn0011297	Alg3	protein_coding_gene
FBgn0011300	babo	protein_coding_gene
FBgn0011305	Rsf1	protein_coding_gene
FBgn0011327	Uch-L5	protein_coding_gene
FBgn0011335	vers	protein_coding_gene
FBgn0011336	Stt3B	protein_coding_gene
FBgn0011361	ND-ACP	protein_coding_gene
FBgn0011455	ND-SGDH	protein_coding_gene
FBgn0011474	Set8	protein_coding_gene
FBgn0011476	l(3)neo43	protein_coding_gene
FBgn0011481	Ssdp	protein_coding_gene
FBgn0011509	SrpRbeta	protein_coding_gene
FBgn0011554	etaTry	protein_coding_gene
FBgn0011555	thetaTry	protein_coding_gene
FBgn0011556	zetaTry	protein_coding_gene
FBgn0011559	Acp36DE	protein_coding_gene
FBgn0011566	Smyd3	protein_coding_gene
FBgn0011569	can	protein_coding_gene
